x,y
0.0119001190,1.4615286700
0.0120001200,2.4187992227
0.0121001210,3.0728493994
0.0122001220,0.9575464928
0.0123001230,0.1689182072
0.0124001240,2.5312589125
0.0125001250,1.7661173232
0.0126001260,1.1574802458
0.0127001270,2.3589227308
0.0128001280,2.4344011791
0.0129001290,1.3831778615
0.0130001300,3.2701232806
0.0131001310,3.2257101834
0.0132001320,0.9161212530
0.0133001330,2.8041106888
0.0134001340,1.6733565340
0.0135001350,1.9889089540
0.0136001360,1.0371277861
0.0137001370,1.3172718459
0.0138001380,1.8228305986
0.0139001390,1.8349580812
0.0140001400,2.4257871994
0.0141001410,1.7955307369
0.0142001420,2.1876211385
0.0143001430,1.9917828818
0.0144001440,3.8791461062
0.0145001450,1.2718433042
0.0146001460,0.4036368958
0.0147001470,2.4187462697
0.0148001480,1.6028405009
0.0149001490,1.2560350478
0.0150001500,1.4650961345
0.0151001510,2.1872432728
0.0152001520,3.4764506667
0.0153001530,0.6716964749
0.0154001540,2.7700748197
0.0155001550,0.7500906571
0.0156001560,-0.4169806298
0.0157001570,1.6819617941
0.0158001580,2.7946696365
0.0159001590,2.5785880182
0.0160001600,1.8244482220
0.0161001610,2.2362006170
0.0162001620,0.8849543554
0.0163001630,0.9733712876
0.0164001640,1.3396416033
0.0165001650,2.9142869796
0.0166001660,1.9084046279
0.0167001670,3.3154515708
0.0168001680,3.0810333968
0.0169001690,0.8823899275
0.0170001700,1.1643021492
0.0171001710,2.4369740655
0.0172001720,0.9774489941
0.0173001730,1.1922512446
0.0174001740,2.3355186403
0.0175001750,1.7923329567
0.0176001760,2.9922375181
0.0177001770,2.4047813608
0.0178001780,2.3960039938
0.0179001790,1.2140696328
0.0180001800,1.5584364031
0.0181001810,1.7549522103
0.0182001820,1.6727124302
0.0183001830,2.2578249696
0.0184001840,1.7267558008
0.0185001850,2.8048395573
0.0186001860,1.8787406794
0.0187001870,1.6365175520
0.0188001880,2.1385035312
0.0189001890,2.4173916522
0.0190001900,3.4485780574
0.0191001910,1.5510538263
0.0192001920,1.0627998855
0.0193001930,0.7051273446
0.0194001940,2.0278605141
0.0195001950,1.8033990471
0.0196001960,2.9141071400
0.0197001970,2.2052720115
0.0198001980,2.7382394833
0.0199001990,0.3324003258
0.0200002000,2.0509482372
0.0201002010,2.1857851969
0.0202002020,2.2270431583
0.0203002030,1.7019350881
0.0204002040,2.4348127900
0.0205002050,1.4872217314
0.0206002060,1.4896913299
0.0207002070,3.9772759606
0.0208002080,2.4010756461
0.0209002090,0.8320606128
0.0210002100,3.0769713776
0.0211002110,2.5872301352
0.0212002120,0.6565256749
0.0213002130,4.3918792871
0.0214002140,2.2205876872
0.0215002150,1.1066051073
0.0216002160,4.1152371002
0.0217002170,2.9363826099
0.0218002180,0.9726231409
0.0219002190,2.3664634241
0.0220002200,0.8195655078
0.0221002210,0.7991423515
0.0222002220,1.8633933497
0.0223002230,0.7661195104
0.0224002240,2.5414789573
0.0225002250,1.9115860028
0.0226002260,2.1448130001
0.0227002270,0.9936668655
0.0228002280,1.6710374535
0.0229002290,3.3625399228
0.0230002300,2.8895100625
0.0231002310,2.1446809580
0.0232002320,0.0419533414
0.0233002330,0.6864153880
0.0234002340,2.1209050859
0.0235002350,1.0554266062
0.0236002360,2.1914384224
0.0237002370,2.9600029128
0.0238002380,2.5275095445
0.0239002390,3.9660489552
0.0240002400,1.2771486230
0.0241002410,2.8648698438
0.0242002420,3.7188980651
0.0243002430,0.3087475852
0.0244002440,1.7201633390
0.0245002450,3.7173273003
0.0246002460,1.2682373155
0.0247002470,1.3457805115
0.0248002480,2.4095310304
0.0249002490,0.3891737699
0.0250002500,1.8145857315
0.0251002510,0.4954197798
0.0252002520,-0.4410078379
0.0253002530,1.8048500435
0.0254002540,2.5149787311
0.0255002550,1.5392945241
0.0256002560,2.8009028970
0.0257002570,1.7771615990
0.0258002580,2.3858366392
0.0259002590,3.2781002450
0.0260002600,2.2290856900
0.0261002610,4.2942315122
0.0262002620,1.2679637595
0.0263002630,2.2677824841
0.0264002640,1.0592087040
0.0265002650,2.1988291117
0.0266002660,2.1327172983
0.0267002670,2.1994016382
0.0268002680,0.6983466509
0.0269002690,3.0042319015
0.0270002700,2.5956516469
0.0271002710,1.8409190776
0.0272002720,1.7070754820
0.0273002730,2.9155570801
0.0274002740,1.4026867424
0.0275002750,2.4852010705
0.0276002760,2.3771364150
0.0277002770,0.2130895643
0.0278002780,2.7459362163
0.0279002790,2.7297640242
0.0280002800,3.4478498130
0.0281002810,1.2070448199
0.0282002820,-0.0288396474
0.0283002830,0.1458821884
0.0284002840,1.4111138432
0.0285002850,0.4410032310
0.0286002860,1.8181530755
0.0287002870,2.3953177802
0.0288002880,0.3913165677
0.0289002890,2.0986257089
0.0290002900,3.0267172126
0.0291002910,1.9230719505
0.0292002920,-0.0694730941
0.0293002930,2.7859186556
0.0294002940,1.5892500750
0.0295002950,1.8929325864
0.0296002960,2.8187621951
0.0297002970,1.2376551883
0.0298002980,1.5681778564
0.0299002990,2.5829810195
0.0300003000,2.3584141992
0.0301003010,2.0842724334
0.0302003020,2.0438002404
0.0303003030,0.7228380219
0.0304003040,2.0303765074
0.0305003050,1.3356947643
0.0306003060,3.1274878241
0.0307003070,1.6163909946
0.0308003080,1.0087691162
0.0309003090,1.8156014350
0.0310003100,2.0726092068
0.0311003110,0.9066940894
0.0312003120,1.8377325661
0.0313003130,1.6519409241
0.0314003140,1.3034470901
0.0315003150,1.7641320505
0.0316003160,1.5036713346
0.0317003170,2.5265315097
0.0318003180,2.4496021055
0.0319003190,0.6668949213
0.0320003200,2.2381301393
0.0321003210,2.0138830926
0.0322003220,4.6659102049
0.0323003230,2.5965895946
0.0324003240,3.6877276000
0.0325003250,1.4762697662
0.0326003260,2.0328031496
0.0327003270,2.0308928547
0.0328003280,4.4603624070
0.0329003290,1.9712368466
0.0330003300,2.3665617745
0.0331003310,2.3729023650
0.0332003320,2.0065965986
0.0333003330,1.3990165894
0.0334003340,1.6448852702
0.0335003350,2.0535011049
0.0336003360,1.9123081633
0.0337003370,2.0933140028
0.0338003380,1.8682363571
0.0339003390,1.3154070538
0.0340003400,1.3164070664
0.0341003410,2.7115711023
0.0342003420,1.5952566418
0.0343003430,2.4929875213
0.0344003440,1.7400062397
0.0345003450,3.7060534950
0.0346003460,2.5549518570
0.0347003470,2.1609215843
0.0348003480,3.8277636304
0.0349003490,3.0198021506
0.0350003500,1.3076827018
0.0351003510,0.6833976024
0.0352003520,3.0196190825
0.0353003530,2.1774813622
0.0354003540,3.1083102407
0.0355003550,2.1876245269
0.0356003560,1.0155241234
0.0357003570,1.8843484486
0.0358003580,2.9318949656
0.0359003590,0.9507462138
0.0360003600,2.7085827872
0.0361003610,1.6021423212
0.0362003620,1.3125603236
0.0363003630,1.9342882329
0.0364003640,2.2750266246
0.0365003650,1.8544791171
0.0366003660,2.9483911546
0.0367003670,1.6108545889
0.0368003680,1.4378043675
0.0369003690,1.8751359799
0.0370003700,2.2474234770
0.0371003710,3.7698787325
0.0372003720,1.9233471751
0.0373003730,4.1369701178
0.0374003740,1.9686718412
0.0375003750,1.9332890823
0.0376003760,2.3043376296
0.0377003770,3.3278368837
0.0378003780,2.0330208205
0.0379003790,1.9260355296
0.0380003800,0.0409345152
0.0381003810,3.1164271742
0.0382003820,2.8230667527
0.0383003830,3.8585148379
0.0384003840,2.4537790507
0.0385003850,0.1156420080
0.0386003860,2.9749272721
0.0387003870,1.9980591236
0.0388003880,2.5238572582
0.0389003890,0.5990263829
0.0390003900,1.2214906605
0.0391003910,2.7261493232
0.0392003920,2.9433840745
0.0393003930,0.4658856466
0.0394003940,1.1530306372
0.0395003950,1.7349679025
0.0396003960,1.8156595559
0.0397003970,0.6778911851
0.0398003980,2.8329955912
0.0399003990,2.3383582186
0.0400004000,0.4487958530
0.0401004010,2.0780227987
0.0402004020,1.8454345907
0.0403004030,1.5952246272
0.0404004040,2.5694618572
0.0405004050,5.1686251947
0.0406004060,1.5491111910
0.0407004070,1.7148987459
0.0408004080,2.6983358349
0.0409004090,3.4023748777
0.0410004100,2.6869178916
0.0411004110,2.4422929135
0.0412004120,2.4427414337
0.0413004130,2.9288986863
0.0414004140,2.1146410287
0.0415004150,2.6248514518
0.0416004160,2.2983938693
0.0417004170,2.4624243664
0.0418004180,-0.0542202804
0.0419004190,0.2483056644
0.0420004200,0.4765023922
0.0421004210,0.7383265238
0.0422004220,2.1128922594
0.0423004230,0.8967510818
0.0424004240,1.8841984651
0.0425004250,1.1707215917
0.0426004260,2.2568122893
0.0427004270,2.6271023069
0.0428004280,3.9109075648
0.0429004290,1.6365658153
0.0430004300,0.6713936028
0.0431004310,3.9956785603
0.0432004320,3.9579839047
0.0433004330,1.1468380888
0.0434004340,0.3319925693
0.0435004350,0.4502870805
0.0436004360,3.0173607433
0.0437004370,2.8705040279
0.0438004380,2.2448034857
0.0439004390,1.7275356451
0.0440004400,2.1728296437
0.0441004410,3.3694086111
0.0442004420,2.4533435246
0.0443004430,1.7306224915
0.0444004440,2.2538120656
0.0445004450,1.9101955192
0.0446004460,1.3817782706
0.0447004470,3.3016368643
0.0448004480,1.4973248049
0.0449004490,2.5924220589
0.0450004500,3.5078014939
0.0451004510,1.2631547257
0.0452004520,3.3186613564
0.0453004530,0.9291326966
0.0454004540,3.1519192475
0.0455004550,1.1262633265
0.0456004560,0.4125366394
0.0457004570,1.8872205338
0.0458004580,2.2931535855
0.0459004590,2.3768414431
0.0460004600,0.9519220983
0.0461004610,2.7869424008
0.0462004620,1.9531076074
0.0463004630,2.4822032031
0.0464004640,1.6609086709
0.0465004650,2.2695858851
0.0466004660,3.3484566759
0.0467004670,1.0744022655
0.0468004680,2.0881542800
0.0469004690,2.6910873196
0.0470004700,1.9686038194
0.0471004710,2.3432279026
0.0472004720,2.7543245815
0.0473004730,1.2983076451
0.0474004740,0.1389703259
0.0475004750,1.5312289727
0.0476004760,1.9677755870
0.0477004770,1.9811780684
0.0478004780,3.2527685174
0.0479004790,3.2660828348
0.0480004800,1.4307632095
0.0481004810,0.2938048192
0.0482004820,1.8259400196
0.0483004830,4.0279951426
0.0484004840,2.2513215750
0.0485004850,1.7220172242
0.0486004860,1.6682226023
0.0487004870,0.7673549685
0.0488004880,1.5646189218
0.0489004890,1.2493516654
0.0490004900,3.2142987438
0.0491004910,2.8875408816
0.0492004920,1.4911157051
0.0493004930,1.4440593989
0.0494004940,2.2635572194
0.0495004950,2.2812546490
0.0496004960,1.1926520289
0.0497004970,3.6845680884
0.0498004980,2.6230690300
0.0499004990,0.5265725257
0.0500005000,1.5931124930
0.0501005010,1.4518220914
0.0502005020,3.1551171978
0.0503005030,2.0009863329
0.0504005040,3.1649434025
0.0505005050,0.5058804182
0.0506005060,2.7370751429
0.0507005070,0.2096774103
0.0508005080,1.0829847119
0.0509005090,1.5608499907
0.0510005100,2.8343342188
0.0511005110,2.7852917313
0.0512005120,1.3727198017
0.0513005130,0.8757532492
0.0514005140,2.5191218083
0.0515005150,3.6940807942
0.0516005160,0.1005834670
0.0517005170,4.4250956412
0.0518005180,1.2239753098
0.0519005190,1.6541268143
0.0520005200,2.1564332494
0.0521005210,1.9155120316
0.0522005220,2.3182423192
0.0523005230,3.5434084368
0.0524005240,1.8436254566
0.0525005250,4.6890809631
0.0526005260,2.8036232344
0.0527005270,1.9251957185
0.0528005280,1.5340747325
0.0529005290,1.3702877726
0.0530005300,1.0949169450
0.0531005310,2.0532928318
0.0532005320,1.7445590683
0.0533005330,1.5291555077
0.0534005340,4.1680779605
0.0535005350,1.0632094316
0.0536005360,3.1612555349
0.0537005370,0.8117828194
0.0538005380,2.0849162144
0.0539005390,3.2643523041
0.0540005400,2.3035082983
0.0541005410,2.7016459762
0.0542005420,1.8400905885
0.0543005430,2.7020120534
0.0544005440,-0.7273952099
0.0545005450,2.8375027804
0.0546005460,2.8096991783
0.0547005470,3.7324808587
0.0548005480,0.9232595318
0.0549005490,0.2323141430
0.0550005500,2.5725658696
0.0551005510,1.4513608371
0.0552005520,3.2891184763
0.0553005530,3.5656677656
0.0554005540,3.4128121481
0.0555005550,2.1419220294
0.0556005560,-0.1531334277
0.0557005570,1.5231307932
0.0558005580,1.3905502209
0.0559005590,0.6341738964
0.0560005600,1.5446131536
0.0561005610,3.8534991680
0.0562005620,3.5156700787
0.0563005630,2.6740962436
0.0564005640,2.3573987647
0.0565005650,1.6103503221
0.0566005660,0.1931374915
0.0567005670,1.9077633743
0.0568005680,0.9065866534
0.0569005690,1.8913995817
0.0570005700,2.1308128027
0.0571005710,2.9656404161
0.0572005720,2.5748146816
0.0573005730,0.8910181093
0.0574005740,1.0263870051
0.0575005750,1.9262770393
0.0576005760,1.2220053758
0.0577005770,2.6725145271
0.0578005780,3.1599196458
0.0579005790,0.8048544034
0.0580005800,3.8946108289
0.0581005810,3.4955437933
0.0582005820,2.5258299961
0.0583005830,1.9277710562
0.0584005840,2.0348166130
0.0585005850,0.9034066093
0.0586005860,2.9695199163
0.0587005870,2.1434845126
0.0588005880,4.5730880815
0.0589005890,1.1785970198
0.0590005900,1.1564298554
0.0591005910,3.5029282164
0.0592005920,2.3903948812
0.0593005930,2.7744846287
0.0594005940,2.2079119870
0.0595005950,4.0896159195
0.0596005960,1.5086211992
0.0597005970,1.0743822348
0.0598005980,0.6240932976
0.0599005990,1.6202805226
0.0600006000,1.3342867102
0.0601006010,2.4002781774
0.0602006020,2.5503419860
0.0603006030,3.6706768098
0.0604006040,1.7379974416
0.0605006050,2.9431494553
0.0606006060,2.6794154527
0.0607006070,2.9018467811
0.0608006080,3.7205217571
0.0609006090,2.2663714692
0.0610006100,2.6259791898
0.0611006110,4.0428680391
0.0612006120,1.6358390152
0.0613006130,3.5751596654
0.0614006140,1.0442416678
0.0615006150,1.9348314907
0.0616006160,1.1412042868
0.0617006170,1.7341059382
0.0618006180,1.3530599723
0.0619006190,2.9572880438
0.0620006200,0.2093857017
0.0621006210,1.7285520477
0.0622006220,2.0220209258
0.0623006230,2.8781298684
0.0624006240,2.4421186055
0.0625006250,2.5053187438
0.0626006260,2.9427983356
0.0627006270,3.4799021177
0.0628006280,2.8633744508
0.0629006290,2.1655647528
0.0630006300,0.9413090303
0.0631006310,2.1071260227
0.0632006320,2.3247212698
0.0633006330,2.5982809636
0.0634006340,1.4797142179
0.0635006350,0.7693717191
0.0636006360,2.7040407376
0.0637006370,1.4778446140
0.0638006380,1.0776124932
0.0639006390,2.4709300999
0.0640006400,1.4844944926
0.0641006410,3.5813753805
0.0642006420,1.0865251128
0.0643006430,1.6834029709
0.0644006440,2.7105149581
0.0645006450,2.0197228851
0.0646006460,3.0846613952
0.0647006470,3.4836499936
0.0648006480,1.0023775538
0.0649006490,5.4024924434
0.0650006500,2.9389281902
0.0651006510,1.5567413909
0.0652006520,1.8309578709
0.0653006530,3.9853035771
0.0654006540,1.8584183644
0.0655006550,2.0423910451
0.0656006560,2.7446417535
0.0657006570,2.9199035478
0.0658006580,2.8043491097
0.0659006590,1.5995060663
0.0660006600,3.0786102939
0.0661006610,0.6978537493
0.0662006620,2.2494078947
0.0663006630,3.2250701260
0.0664006640,2.9477608517
0.0665006650,1.2620849594
0.0666006660,2.3281316407
0.0667006670,2.0457611443
0.0668006680,3.5287072165
0.0669006690,2.5125266265
0.0670006700,2.4322584079
0.0671006710,2.6367120764
0.0672006720,1.2373262648
0.0673006730,2.0801059069
0.0674006740,2.2984013249
0.0675006750,4.6600120066
0.0676006760,0.8271449119
0.0677006770,0.7573244696
0.0678006780,3.3880442337
0.0679006790,2.7706937010
0.0680006800,0.5944209573
0.0681006810,2.2661827193
0.0682006820,-0.2489349085
0.0683006830,2.5926506323
0.0684006840,2.9494069736
0.0685006850,3.5870400416
0.0686006860,2.6258324779
0.0687006870,1.5280891309
0.0688006880,2.0404213944
0.0689006890,0.2931291929
0.0690006900,1.7412357832
0.0691006910,1.2753405387
0.0692006920,1.2033405067
0.0693006930,1.9667429886
0.0694006940,4.0960646816
0.0695006950,3.4980546475
0.0696006960,2.4191887487
0.0697006970,2.4598441187
0.0698006980,1.6236495323
0.0699006990,1.5252948538
0.0700007000,0.9716009162
0.0701007010,1.1817251993
0.0702007020,2.3302026109
0.0703007030,3.4304475156
0.0704007040,2.2136971089
0.0705007050,1.7226940024
0.0706007060,2.5446221191
0.0707007070,3.8894528524
0.0708007080,1.9403795650
0.0709007090,2.6589314311
0.0710007100,1.3775890457
0.0711007110,2.0934783970
0.0712007120,2.6545514710
0.0713007130,4.5918260991
0.0714007140,2.0347651530
0.0715007150,3.9671431384
0.0716007160,2.6386290395
0.0717007170,2.9505865126
0.0718007180,1.3107481517
0.0719007190,2.7231341317
0.0720007200,0.6754346156
0.0721007210,1.9941878398
0.0722007220,4.0292330661
0.0723007230,1.9189425266
0.0724007240,0.8429345191
0.0725007250,1.2019711611
0.0726007260,4.0342361232
0.0727007270,2.0344200944
0.0728007280,2.3887188741
0.0729007290,1.8868329845
0.0730007300,2.9055315382
0.0731007310,3.0354833537
0.0732007320,2.1595044284
0.0733007330,4.6246451415
0.0734007340,4.1119420512
0.0735007350,1.1972827412
0.0736007360,2.1696151442
0.0737007370,0.7911032531
0.0738007380,1.1288294875
0.0739007390,0.6575250068
0.0740007400,2.5674180970
0.0741007410,3.1339093281
0.0742007420,2.5467091796
0.0743007430,1.7898721445
0.0744007440,1.5818974230
0.0745007450,0.7411213828
0.0746007460,2.0855625340
0.0747007470,4.1823935246
0.0748007480,2.3198423660
0.0749007490,3.1795986119
0.0750007500,0.8007162165
0.0751007510,3.3553510220
0.0752007520,2.6389935953
0.0753007530,1.7864155932
0.0754007540,3.9337036087
0.0755007550,0.7587377348
0.0756007560,2.6442073177
0.0757007570,0.9127814782
0.0758007580,2.7839950732
0.0759007590,2.6399641336
0.0760007600,1.7680485961
0.0761007610,1.8216078408
0.0762007620,3.0589956087
0.0763007630,0.7461934202
0.0764007640,3.1119030211
0.0765007650,1.1308890192
0.0766007660,2.5294343839
0.0767007670,1.6873887352
0.0768007680,2.1295492471
0.0769007690,1.4879583368
0.0770007700,3.5484379453
0.0771007710,3.6874508402
0.0772007720,0.9484830921
0.0773007730,0.5418327968
0.0774007740,2.9681180784
0.0775007750,0.4801821617
0.0776007760,2.2629422077
0.0777007770,1.6526476106
0.0778007780,2.7571639614
0.0779007790,2.6657738578
0.0780007800,2.5347272669
0.0781007810,1.9791836774
0.0782007820,1.9951315342
0.0783007830,1.6592520318
0.0784007840,1.7423792011
0.0785007850,2.9057601197
0.0786007860,1.1469482606
0.0787007870,-0.1757905154
0.0788007880,3.4160535836
0.0789007890,1.3755318550
0.0790007900,2.3486672905
0.0791007910,0.0325802128
0.0792007920,0.5083337457
0.0793007930,3.6647505921
0.0794007940,2.2665596385
0.0795007950,4.7756827874
0.0796007960,2.9153767932
0.0797007970,2.9522321862
0.0798007980,2.2209514622
0.0799007990,1.6653050851
0.0800008000,3.2330993155
0.0801008010,1.3727667898
0.0802008020,0.9529329557
0.0803008030,1.7152284651
0.0804008040,0.7582284313
0.0805008050,2.3423110636
0.0806008060,2.3363150256
0.0807008070,2.9432206144
0.0808008080,2.8311746639
0.0809008090,3.0376930246
0.0810008100,1.3460951852
0.0811008110,0.2043205411
0.0812008120,1.7908207300
0.0813008130,1.6466753431
0.0814008140,3.5027274286
0.0815008150,1.4755727111
0.0816008160,2.2212031083
0.0817008170,2.2348346051
0.0818008180,1.7939984624
0.0819008190,1.5748825098
0.0820008200,3.3700028577
0.0821008210,3.5476636214
0.0822008220,1.3000196963
0.0823008230,1.9508912726
0.0824008240,1.8816017500
0.0825008250,0.9045661411
0.0826008260,2.1134056158
0.0827008270,2.4348238182
0.0828008280,1.4052991483
0.0829008290,2.4707385332
0.0830008300,1.6998309382
0.0831008310,1.3025366926
0.0832008320,2.5395543855
0.0833008330,1.6100718733
0.0834008340,2.6569364329
0.0835008350,1.2267797877
0.0836008360,1.4307406029
0.0837008370,3.1406250104
0.0838008380,1.0723237401
0.0839008390,2.3976056764
0.0840008400,5.3829293516
0.0841008410,3.6061242628
0.0842008420,0.0250900823
0.0843008430,3.9555911805
0.0844008440,2.8873061421
0.0845008450,1.8671418538
0.0846008460,1.7699148844
0.0847008470,1.5414781258
0.0848008480,0.8209340993
0.0849008490,3.3155627712
0.0850008500,3.1164415419
0.0851008510,1.4140924772
0.0852008520,2.2915018120
0.0853008530,1.2017974329
0.0854008540,1.8057368016
0.0855008550,2.9455751762
0.0856008560,0.7350832060
0.0857008570,2.2327938550
0.0858008580,0.8934117757
0.0859008590,2.5921305537
0.0860008600,1.1214626652
0.0861008610,4.1821885670
0.0862008620,2.0403448225
0.0863008630,1.8447064452
0.0864008640,2.1644764724
0.0865008650,3.1079467082
0.0866008660,1.1204947527
0.0867008670,2.1212654707
0.0868008680,2.2922991682
0.0869008690,3.3603767032
0.0870008700,2.1808909185
0.0871008710,2.3685914909
0.0872008720,2.4910210744
0.0873008730,0.6548039438
0.0874008740,2.6824024120
0.0875008750,0.7873185266
0.0876008760,1.5422095712
0.0877008770,1.6686656401
0.0878008780,2.0811751718
0.0879008790,2.7493143498
0.0880008800,3.1749086883
0.0881008810,2.9665114714
0.0882008820,1.7346139863
0.0883008830,2.1894089348
0.0884008840,2.6724001408
0.0885008850,2.3503856523
0.0886008860,1.7538838307
0.0887008870,2.2639625891
0.0888008880,3.3554357091
0.0889008890,2.0247150967
0.0890008900,1.2198422651
0.0891008910,1.1863156300
0.0892008920,2.2271844588
0.0893008930,0.8666948252
0.0894008940,1.9762532390
0.0895008950,2.5199678163
0.0896008960,1.5714558989
0.0897008970,3.6095532150
0.0898008980,0.6419252484
0.0899008990,1.0909897047
0.0900009000,4.2866411814
0.0901009010,1.5667253819
0.0902009020,3.4956990674
0.0903009030,1.5141984228
0.0904009040,1.4117392327
0.0905009050,1.0796616753
0.0906009060,3.5870955318
0.0907009070,2.3002105121
0.0908009080,3.1197660815
0.0909009090,2.0713475318
0.0910009100,3.1931354529
0.0911009110,0.7846399181
0.0912009120,2.1368254290
0.0913009130,1.4099656355
0.0914009140,0.7798850601
0.0915009150,1.5799228614
0.0916009160,2.4312995244
0.0917009170,1.7302226567
0.0918009180,3.0128657857
0.0919009190,0.6516910156
0.0920009200,2.0212901513
0.0921009210,0.0809078107
0.0922009220,2.8078701386
0.0923009230,2.2280422571
0.0924009240,1.8478317625
0.0925009250,2.0352922439
0.0926009260,1.9041464642
0.0927009270,1.2398360919
0.0928009280,1.9924407438
0.0929009290,1.5829688316
0.0930009300,2.5455266134
0.0931009310,2.0861032607
0.0932009320,2.5824581825
0.0933009330,2.1035880225
0.0934009340,3.7221310305
0.0935009350,2.0235655961
0.0936009360,2.5390992316
0.0937009370,0.4313583976
0.0938009380,1.2699243783
0.0939009390,1.1429789609
0.0940009400,1.4120744322
0.0941009410,3.3345684200
0.0942009420,2.7555798632
0.0943009430,1.7303319264
0.0944009440,3.6513843919
0.0945009450,3.3854083244
0.0946009460,3.2220733794
0.0947009470,2.2580355519
0.0948009480,2.3865582016
0.0949009490,3.3144590021
0.0950009500,1.6423014331
0.0951009510,3.1988163971
0.0952009520,2.6329963989
0.0953009530,5.0512093407
0.0954009540,4.2003912330
0.0955009550,2.7806292794
0.0956009560,2.0686909467
0.0957009570,3.6425044576
0.0958009580,1.4648007831
0.0959009590,2.8876161574
0.0960009600,0.7311821713
0.0961009610,2.9063935201
0.0962009620,2.6251271559
0.0963009630,2.4703208294
0.0964009640,3.5397276787
0.0965009650,2.4232650319
0.0966009660,2.4045097376
0.0967009670,1.1159948644
0.0968009680,2.4454956221
0.0969009690,1.3499074688
0.0970009700,1.3282482625
0.0971009710,2.8800823734
0.0972009720,2.0298633856
0.0973009730,2.4654078963
0.0974009740,3.3018448337
0.0975009750,2.6835503794
0.0976009760,3.3287570171
0.0977009770,1.9440016155
0.0978009780,2.5069721675
0.0979009790,1.7198086816
0.0980009800,2.4335273294
0.0981009810,3.5546332252
0.0982009820,1.8953486900
0.0983009830,1.1002640356
0.0984009840,2.6591392442
0.0985009850,2.0376169716
0.0986009860,1.7376049123
0.0987009870,2.4160702054
0.0988009880,2.0388351712
0.0989009890,0.3166614829
0.0990009900,1.3663992719
0.0991009910,3.4328540821
0.0992009920,3.4980736466
0.0993009930,3.0001167757
0.0994009940,0.9885214326
0.0995009950,1.9753670348
0.0996009960,2.5309290397
0.0997009970,2.0839739698
